trade_size_bin,win_rate,expected_win_rate,excess_win_rate,n_trades
0.01,0.0052231437598736176,0.0063433056872038394,-0.0011201619273300755,101280
0.01778279410038923,0.011076016902129839,0.019796512868667727,-0.008720495966537676,93716
0.03162277660168379,0.0197356966256921,0.030987133057074585,-0.011251436431382503,114868
0.05623413251903491,0.0369503698098683,0.052707856764827477,-0.015757486954960147,228631
0.1,0.07311555392016572,0.08778151581171366,-0.01466596189151965,513639
0.1778279410038923,0.14779481382182547,0.15996358938820668,-0.012168775566324553,985427
0.31622776601683794,0.29018993119415526,0.30221022919196333,-0.012020297997809954,2010149
0.5623413251903491,0.4730907872156381,0.48472283258189686,-0.01163204536625848,4314396
1.0,0.34663409955888397,0.3590129845170675,-0.012378884958223473,3205279
1.7782794100389228,0.3874773691787486,0.4012390127231418,-0.013761643544517047,4799870
3.1622776601683795,0.4137865209856033,0.4275389730539394,-0.0137524520683857,6825870
5.623413251903491,0.4561470818126608,0.46873305949312666,-0.01258597768041851,7480517
10.0,0.4590753046354779,0.4698892467996066,-0.010813942164144483,6232777
17.78279410038923,0.48176666457552764,0.49375453876315045,-0.011987874187700078,7396288
31.622776601683793,0.523954918825053,0.5341160668820681,-0.010161148057022854,6673118
56.23413251903491,0.5778609728933366,0.5881847856580907,-0.010323812764734258,5924226
100.0,0.5740676990451252,0.5827637615973135,-0.008696062552201234,3543920
177.82794100389228,0.6191817298394026,0.6277261611288901,-0.008544431289458681,2950297
316.22776601683796,0.6529538083627403,0.6608842391714194,-0.007930430808620093,1925565
562.341325190349,0.6797016261426185,0.6848655610561547,-0.005163934913530137,1177449
1000.0,0.6433841486927685,0.6469312652180044,-0.003547116525213981,544586
1778.2794100389228,0.6878545380875203,0.691602432184614,-0.0037478940970744386,375136
3162.2776601683795,0.7198092475173554,0.72385007592257,-0.004040828405237571,206131
5623.413251903491,0.7638957672570941,0.7599530046468359,0.0039427626102441935,94903
10000.0,0.7293451594640499,0.7242517456123828,0.005093413851670154,26495
17782.794100389227,0.7702296891486081,0.7699423748072423,0.00028731434136843053,12321
31622.776601683792,0.8072646404744255,0.8032962688411174,0.003968371633308612,4047
56234.13251903491,0.8370445344129555,0.811325910931174,0.02571862348178138,988
100000.0,0.8853754940711462,0.7894466403162054,0.0959288537549407,253
177827.94100389228,0.9545454545454546,0.9031818181818183,0.05136363636363639,132
